"match_id","home_team","away_team","source","scoreline","probability","bucket","url","scraped_at","selected_correct_score","home_win_probability","draw_probability","away_win_probability"
"1654580","France","Senegal","Oddspedia correct-score grid","3-0","0.051","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","3-1","0.057999999999999996","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","3-2","0.034","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","3-3","0.013000000000000001","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","2-0","0.084","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","2-1","0.09699999999999999","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","2-2","0.055999999999999994","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","2-3","0.021","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","1-0","0.094","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","1-1","0.10800000000000001","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","1-2","0.062","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","1-3","0.024","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","0-0","0.053","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","0-1","0.061","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","0-2","0.035","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","0-3","0.013000000000000001","exact","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","4-1","0.10800000000000001","home_gt3_away_0_to_3_representative","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","4-4","0.002","both_gt3_representative","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"1654580","France","Senegal","Oddspedia correct-score grid","1-4","0.027000000000000003","home_0_to_3_away_gt3_representative","https://oddspedia.com/football/france-senegal-1654580","2026-06-16T07:37:40+00:00","Other Home Win","0.53","0.23","0.24"
"401","England","Croatia","Oddspedia correct-score grid","3-0","0.04","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","3-1","0.054000000000000006","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","3-2","0.036000000000000004","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","3-3","0.016","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","2-0","0.069","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","2-1","0.09300000000000001","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","2-2","0.062","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","2-3","0.027999999999999997","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","1-0","0.079","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","1-1","0.107","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","1-2","0.07200000000000001","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","1-3","0.032","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","0-0","0.046","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","0-1","0.062","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
"401","England","Croatia","Oddspedia correct-score grid","0-2","0.042","exact","https://oddspedia.com/football/croatia-england-401","2026-06-16T07:37:40+00:00","1-1","0.47","0.23","0.3"
