match_id,home_team,away_team,source,scoreline,probability,bucket,url,scraped_at,selected_correct_score,home_win_probability,draw_probability,away_win_probability
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,3-0,0.035,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,3-1,0.037000000000000005,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,3-2,0.02,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,3-3,0.006999999999999999,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,2-0,0.08,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,2-1,0.085,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,2-2,0.045,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,2-3,0.016,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,1-0,0.122,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,1-1,0.13,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,1-2,0.069,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,1-3,0.024,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,0-0,0.094,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,0-1,0.1,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,0-2,0.053,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,0-3,0.019,exact,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,4-1,0.043,home_gt3_away_0_to_3_representative,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,4-4,0.001,both_gt3_representative,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
1654562,Ivory Coast,Ecuador,Oddspedia Reader correct-score probabilities,1-4,0.022000000000000002,home_0_to_3_away_gt3_representative,https://oddspedia.com/football/ivory-coast-ecuador-1654562,2026-06-16T08:18:53+00:00,1-1,0.42,0.28,0.3
