boundary_ms,boundary_iso,position_open,marks_carried_forward,spot_qty,spot_mark,perp_mark,spot_value,margin,cash,nav,funding_received,fees_paid,traded_notional,period_return_on_capital,period_return_on_nav,flagged,rebalances,forced_liquidations,unverifiable_open,rejected_open
1578268800000,2020-01-06T00:00:00Z,False,False,0.0,7358.75,7354.36,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0
1578297600000,2020-01-06T08:00:00Z,False,False,0.0,7507.91,7505.35,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0
1578326400000,2020-01-06T16:00:00Z,True,False,0.00013297890023789927,7519.99,7515.92,1.0,0.4997293879380159,-0.0012291173259539282,1.498500270612062,0.0,0.0014997293879380161,1.999458775876032,-0.0009998195919587911,-0.0009998195919586432,False,0,0,0,0
1578355200000,2020-01-07T00:00:00Z,True,False,0.00013297890023789927,7758.0,7757.39,1.0316503080456225,0.467722129816662,-0.0012291173259539282,1.4981433205363306,0.00010315691909164775,0.0,0.0,-0.00023796671715414774,-0.0002382048790592794,False,0,0,0,0
1578384000000,2020-01-07T08:00:00Z,True,False,0.00013297890023789927,7883.37,7886.66,1.048321872768448,0.45063682332024385,-0.0012291173259539282,1.4977295787627378,0.00010487593733502306,0.0,0.0,-0.0002758278490618456,-0.0002761696881207935,False,0,0,0,0
1578412800000,2020-01-07T16:00:00Z,True,False,0.00013297890023789927,7764.59,7769.11,1.0325266389981902,0.4663718058135717,-0.0012291173259539282,1.497669327485808,0.00010331277036272655,0.0,0.0,-4.016751795325272e-05,-4.022840824152793e-05,False,0,0,0,0
1578441600000,2020-01-08T00:00:00Z,True,False,0.00013297890023789927,8145.28,8152.49,1.083150376529756,0.4155260204599475,-0.0012291173259539282,1.4974472796637497,0.000135665419581675,0.0,0.0,-0.00014803188137217185,-0.00014826224853721053,False,0,0,0,0
1578470400000,2020-01-08T08:00:00Z,True,False,0.00013297890023789927,8297.26,8301.47,1.103360509787912,0.3958252159376011,-0.0012291173259539282,1.4979566083995592,0.00011039203509579135,0.0,0.0,0.00033955249053970366,0.00034013133064953366,False,0,0,0,0
1578499200000,2020-01-08T16:00:00Z,True,False,0.00013297890023789927,8305.97,8306.39,1.1045187560089842,0.39528141720914534,-0.0012291173259539282,1.4985710558921757,0.0001104574607147084,0.0,0.0,0.0004096316617442734,0.0004101904482219252,False,0,0,0,0
1578528000000,2020-01-09T00:00:00Z,True,False,0.00013297890023789927,8055.98,8059.84,1.0712753607385117,0.42817454392872867,-0.0012291173259539282,1.4982207873412865,0.00010717886592934301,0.0,0.0,-0.00023351236725943636,-0.00023373503012215984,False,0,0,0,0
1578556800000,2020-01-09T08:00:00Z,True,False,0.00013297890023789927,7949.84,7953.76,1.0571609802672612,0.44238671389172063,-0.0012291173259539282,1.4983185768330278,0.00010576822575561937,0.0,0.0,6.51929944942194e-05,6.527041445931641e-05,False,0,0,0,0
1578585600000,2020-01-09T16:00:00Z,True,False,0.00013297890023789927,7907.05,7909.39,1.0514708131260815,0.44839216589365144,-0.0012291173259539282,1.4986338616937789,0.00010517819837526381,0.0,0.0,0.00021018990716736852,0.00021042578369245436,False,0,0,0,0
1578614400000,2020-01-10T00:00:00Z,True,False,0.00013297890023789927,7817.76,7818.59,1.0395971271238393,0.4605706207852138,-0.0012291173259539282,1.4989386305830992,0.00010397074996110369,0.0,0.0,0.00020317925954686325,0.00020336447554697613,False,0,0,0,0
1578643200000,2020-01-10T08:00:00Z,True,False,0.00013297890023789927,7752.98,7752.37,1.0309827539664282,0.46947957372265126,-0.0012291173259539282,1.4992332103631256,0.00010309016368372832,0.0,0.0,0.0001963865200176329,0.00019652557750937105,False,0,0,0,0
1578672000000,2020-01-10T16:00:00Z,True,False,0.00013297890023789927,8066.6,8066.68,1.0726875966590383,0.4277902454123742,-0.0012291173259539282,1.4992487247454587,0.00010726982349710573,0.0,0.0,1.0342921555365573e-05,1.0348211489585838e-05,False,0,0,0,0
1578700800000,2020-01-11T00:00:00Z,True,False,0.00013297890023789927,8197.02,8207.09,1.090030704828065,0.4092278150102061,-0.0012291173259539282,1.4980294025123173,0.00010913698023534608,0.0,0.0,-0.0008128814887609082,-0.0008132888246067229,False,0,0,0,0
1578729600000,2020-01-11T08:00:00Z,True,False,0.00013297890023789927,8074.18,8079.53,1.0736955767228415,0.4263823422002423,-0.0012291173259539282,1.49884880159713,0.00019173867568972832,0.0,0.0,0.0005462660565417702,0.0005469846475899982,False,0,0,0,0
1578758400000,2020-01-11T16:00:00Z,True,False,0.00013297890023789927,8099.73,8101.69,1.0770931876239198,0.4235432651535973,-0.0012291173259539282,1.4994073354515631,0.0001077353826268386,0.0,0.0,0.000372355902955442,0.00037264189278999026,False,0,0,0,0
1578787200000,2020-01-12T00:00:00Z,True,False,0.00013297890023789927,8020.01,8020.56,1.0664921096969546,0.43443849985470717,-0.0012291173259539282,1.499701492225708,0.00010665652480920855,0.0,0.0,0.00019610451609652912,0.00019618202951915338,False,0,0,0,0
1578816000000,2020-01-12T08:00:00Z,True,False,0.00013297890023789927,8097.51,8097.55,1.0767979744653917,0.4243081346547535,-0.0012291173259539282,1.4998769917941912,0.00010768032936214013,0.0,0.0,0.00011699971232218924,0.00011702300050580388,False,0,0,0,0
1578844800000,2020-01-12T16:00:00Z,True,False,0.00013297890023789927,8152.7,8154.42,1.0841370799695214,0.416854061178592,-0.0012291173259539282,1.4997620238221594,0.00010843658036779305,0.0,0.0,-7.664531468787317e-05,-7.66516005384429e-05,False,0,0,0,0
1578873600000,2020-01-13T00:00:00Z,True,False,0.00013297890023789927,8184.98,8186.7,1.0884296388692007,0.4126703681151704,-0.0012291173259539282,1.4998708896584172,0.00010886583625776099,0.0,0.0,7.257722417186585e-05,7.258874043253411e-05,False,0,0,0,0
1578902400000,2020-01-13T08:00:00Z,True,False,0.00013297890023789927,8075.26,8074.33,1.0738391939350984,0.4277205786872589,-0.0012291173259539282,1.5003306552964033,0.00010737155235578772,0.0,0.0,0.00030651042532407285,0.00030653681003890736,False,0,0,0,0
1578931200000,2020-01-13T16:00:00Z,True,False,0.00013297890023789927,8084.89,8085.86,1.0751197807443895,0.4262948568445437,-0.0012291173259539282,1.5001855202629792,0.00010752487702776201,0.0,0.0,-9.675668894937317e-05,-9.673536490886875e-05,False,0,0,0,0
1578960000000,2020-01-14T00:00:00Z,True,False,0.00013297890023789927,8110.34,8113.0,1.078504093755444,0.4227936952738501,-0.0012291173259539282,1.5000686717033402,0.00010788578176300768,0.0,0.0,-7.789903975948438e-05,-7.788940638389927e-05,False,0,0,0,0
1578988800000,2020-01-14T08:00:00Z,True,False,0.00013297890023789927,8509.99,8515.53,1.1316491112355203,0.3695589864870032,-0.0012291173259539282,1.4999789803965695,0.0002932879259147952,0.0,0.0,-5.979420451366716e-05,-5.979146719255031e-05,False,0,0,0,0
1579017600000,2020-01-14T16:00:00Z,True,False,0.00013297890023789927,8675.48,8686.0,1.1536557894358903,0.3470055788361952,-0.0012291173259539282,1.4994322509461315,0.0001155054727466393,0.0,0.0,-0.0003644863002919922,-0.0003644914079352246,False,0,0,0,0
1579046400000,2020-01-15T00:00:00Z,True,False,0.00013297890023789927,8810.01,8825.0,1.1715454408848949,0.32910114598455575,-0.0012291173259539282,1.4994174695434968,0.0005796342814285659,0.0,0.0,-9.854268423333442e-06,-9.85799966984247e-06,False,0,0,0,0
1579075200000,2020-01-15T08:00:00Z,True,False,0.00013297890023789927,8627.13,8631.59,1.1472262596093878,0.35504438541736083,-0.0012291173259539282,1.5010415277007947,0.00022379033779300244,0.0,0.0,0.0010827054381987722,0.001083126074149574,False,0,0,0,0
1579104000000,2020-01-15T16:00:00Z,True,False,0.00013297890023789927,8762.74,8768.17,1.1652595282706495,0.33699872538323844,-0.0012291173259539282,1.501029136327934,0.00011659816036989412,0.0,0.0,-8.26091524045817e-06,-8.255183239112389e-06,False,0,0,0,0
1579132800000,2020-01-16T00:00:00Z,True,False,0.00013297890023789927,8821.41,8825.3,1.173061400347607,0.3295189986814743,-0.0012291173259539282,1.5013512817031274,0.00011735786882695323,0.0,0.0,0.0002147635834622482,0.00021461633714949573,False,0,0,0,0
1579161600000,2020-01-16T08:00:00Z,True,False,0.00013297890023789927,8680.0,8688.64,1.1542568540649656,0.34816781838767064,-0.0012291173259539282,1.5011955551266822,0.00047592319968510596,0.0,0.0,-0.00010381771763009102,-0.00010372427715150107,False,0,0,0,0
1579190400000,2020-01-16T16:00:00Z,True,False,0.00013297890023789927,8710.02,8715.83,1.1582488806501074,0.3449168197916352,-0.0012291173259539282,1.5019365831157887,0.00036469770143311367,0.0,0.0,0.0004940186594043124,0.0004936252219611289,False,0,0,0,0
1579219200000,2020-01-17T00:00:00Z,True,False,0.00013297890023789927,8720.01,8725.08,1.159577339863484,0.3438027901187234,-0.0012291173259539282,1.5021510126562536,0.00011602515428876902,0.0,0.0,0.00014295302697660736,0.000142768704667992,False,0,0,0,0
1579248000000,2020-01-17T08:00:00Z,True,False,0.00013297890023789927,8933.95,8944.5,1.1880268457803802,0.3148032954405389,-0.0012291173259539282,1.501601023894965,0.00017873561201544157,0.0,0.0,-0.00036665917419235566,-0.00036613413475386096,False,0,0,0,0
1579276800000,2020-01-17T16:00:00Z,True,False,0.00013297890023789927,8850.83,8857.11,1.176973639592606,0.32709271621821273,-0.0012291173259539282,1.5028372384848647,0.0006683946858838909,0.0,0.0,0.0008241430599330949,0.0008232643493363214,False,0,0,0,0
1579305600000,2020-01-18T00:00:00Z,True,False,0.00013297890023789927,8913.28,8918.72,1.1852781719124628,0.3190184863322689,-0.0012291173259539282,1.5030675409187777,0.00011860015771297569,0.0,0.0,0.00015353495594198444,0.00015324509402306515,False,0,0,0,0
1579334400000,2020-01-18T08:00:00Z,True,False,0.00013297890023789927,8843.63,8852.8,1.176016191510893,0.3281279963310854,-0.0012291173259539282,1.5029150705160246,0.000343540895134169,0.0,0.0,-0.00010164693516874952,-0.00010143948864727924,False,0,0,0,0
